"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
01.07.2023 00:10:00,  984.99,   15.21,  289.61,   15.19,   99.90,   17.31,   17.29,    0.02,   10.99,   17.56, 1182.04,    1.02,    1.32,  208.10,    0.00,    0.00,    0.00,    0.00,    0.00,   27.10,  450.30
01.07.2023 00:20:00,  985.00,   15.03,  289.43,   15.03,  100.00,   17.11,   17.11,    0.00,   10.88,   17.37, 1182.88,    0.47,    1.11,  219.90,    0.00,    0.00,    0.00,    0.00,    0.00,   27.05,  451.00
01.07.2023 00:30:00,  984.98,   14.86,  289.26,   14.64,   98.60,   16.92,   16.69,    0.24,   10.61,   16.94, 1183.74,    1.06,    1.77,  226.70,    0.00,    0.00,    0.00,    0.00,    0.00,   26.97,  439.40
01.07.2023 00:40:00,  984.91,   14.91,  289.32,   14.47,   97.20,   16.98,   16.50,    0.48,   10.49,   16.76, 1183.54,    1.29,    1.89,  242.10,    0.00,    0.00,    0.00,    0.00,    0.00,   26.87,  438.20
01.07.2023 00:50:00,  984.92,   14.77,  289.17,   14.46,   98.00,   16.83,   16.49,    0.34,   10.48,   16.74, 1184.13,    1.45,    2.06,  238.60,    0.00,    0.00,    0.00,    0.00,    0.00,   26.73,  440.00
01.07.2023 01:00:00,  984.93,   14.52,  288.92,   14.41,   99.30,   16.56,   16.44,    0.12,   10.45,   16.69, 1185.20,    2.27,    2.56,  239.90,    0.00,    0.00,    0.00,    0.00,    0.00,   26.59,  448.10
01.07.2023 01:10:00,  984.94,   14.21,  288.61,   14.21,  100.00,   16.23,   16.23,    0.00,   10.31,   16.48, 1186.58,    2.33,    2.69,  235.90,    0.00,    0.00,    0.00,    0.00,    0.00,   26.43,  451.40
01.07.2023 01:20:00,  984.94,   14.08,  288.48,   14.06,   99.90,   16.09,   16.08,    0.02,   10.22,   16.32, 1187.19,    2.32,    2.72,  229.20,    0.00,    0.00,    0.00,    0.00,    0.00,   26.26,  442.70
01.07.2023 01:30:00,  984.83,   14.19,  288.60,   14.02,   98.90,   16.21,   16.03,    0.18,   10.19,   16.28, 1186.62,    1.98,    2.59,  233.00,    0.00,    0.00,    0.00,    0.00,    0.00,   26.07,  439.50
01.07.2023 01:40:00,  984.73,   14.13,  288.55,   13.94,   98.80,   16.14,   15.95,    0.19,   10.14,   16.20, 1186.79,    1.91,    2.18,  235.60,    0.00,    0.00,    0.00,    0.00,    0.00,   25.87,  436.60
01.07.2023 01:50:00,  984.69,   14.06,  288.48,   13.75,   98.00,   16.07,   15.75,    0.32,   10.01,   15.99, 1187.12,    1.90,    2.37,  233.70,    0.00,    0.00,    0.00,    0.00,    0.00,   25.68,  435.10
01.07.2023 02:00:00,  984.63,   13.69,  288.11,   13.58,   99.30,   15.69,   15.58,    0.11,    9.90,   15.82, 1188.66,    2.21,    2.68,  225.80,    0.00,    0.00,    0.00,    0.00,    0.00,   25.49,  441.20
01.07.2023 02:10:00,  984.56,   13.60,  288.03,   13.41,   98.80,   15.60,   15.41,    0.19,    9.79,   15.65, 1189.02,    2.58,    3.28,  232.80,    0.00,    0.00,    0.00,    0.00,    0.00,   25.30,  440.70
01.07.2023 02:20:00,  984.55,   13.72,  288.15,   13.36,   97.70,   15.72,   15.36,    0.36,    9.76,   15.60, 1188.54,    1.88,    2.50,  229.70,    0.00,    0.00,    0.00,    0.00,    0.00,   25.11,  438.00
01.07.2023 02:30:00,  984.50,   13.61,  288.04,   13.27,   97.80,   15.61,   15.26,    0.34,    9.70,   15.50, 1188.98,    1.03,    1.71,  250.50,    0.00,    0.00,    0.00,    0.00,    0.00,   24.92,  436.80
01.07.2023 02:40:00,  984.51,   13.24,  287.67,   13.13,   99.30,   15.24,   15.13,    0.11,    9.61,   15.37, 1190.59,    1.52,    1.99,  251.70,    0.00,    0.00,    0.00,    0.00,    0.00,   24.77,  439.60
01.07.2023 02:50:00,  984.52,   12.89,  287.32,   12.89,  100.00,   14.89,   14.89,    0.00,    9.46,   15.12, 1192.16,    0.79,    2.02,  230.20,    0.00,    0.00,    0.00,    0.00,    0.00,   24.62,  443.50
01.07.2023 03:00:00,  984.42,   12.86,  287.30,   12.86,  100.00,   14.86,   14.86,    0.00,    9.44,   15.10, 1192.18,    0.84,    1.69,  232.50,    0.00,    0.00,    0.00,    0.00,    0.00,   24.50,  451.90
01.07.2023 03:10:00,  984.33,   12.83,  287.27,   12.83,  100.00,   14.83,   14.83,    0.00,    9.43,   15.07, 1192.21,    0.51,    0.97,  256.50,    0.00,    0.00,    0.00,    0.00,    0.00,   24.42,  457.80
01.07.2023 03:20:00,  984.23,   12.81,  287.26,   12.81,  100.00,   14.81,   14.81,    0.00,    9.41,   15.05, 1192.18,    0.83,    1.23,  223.00,    0.00,    0.00,    0.00,    0.00,    0.00,   24.38,  458.00
01.07.2023 03:30:00,  984.16,   12.69,  287.15,   12.69,  100.00,   14.70,   14.70,    0.00,    9.34,   14.93, 1192.65,    0.85,    1.46,  201.30,    0.00,    0.00,    0.00,    0.00,    0.00,   24.39,  457.60
01.07.2023 03:40:00,  984.12,   12.50,  286.96,   12.50,  100.00,   14.51,   14.51,    0.00,    9.22,   14.75, 1193.48,    0.57,    1.02,  196.00,    0.00,    0.00,    0.00,    0.00,    0.00,   24.41,  454.80
01.07.2023 03:50:00,  984.08,   12.28,  286.74,   12.28,  100.00,   14.31,   14.31,    0.00,    9.09,   14.54, 1194.45,    1.18,    1.58,  231.30,    0.00,    0.00,    0.00,    1.20,    2.10,   24.43,  450.40
01.07.2023 04:00:00,  984.05,   11.89,  286.35,   11.89,  100.00,   13.94,   13.94,    0.00,    8.86,   14.17, 1196.21,    1.62,    2.18,  231.20,    0.00,    0.00,    0.00,    3.09,    4.38,   24.42,  449.60
01.07.2023 04:10:00,  984.02,   11.80,  286.27,   11.80,  100.00,   13.86,   13.86,    0.00,    8.81,   14.08, 1196.59,    1.16,    1.73,  232.20,    0.00,    0.00,    1.42,    5.58,    7.01,   24.37,  449.40
01.07.2023 04:20:00,  983.99,   11.74,  286.21,   11.74,  100.00,   13.80,   13.80,    0.00,    8.77,   14.03, 1196.83,    1.24,    2.21,  225.00,    0.00,    0.00,    4.23,    9.38,   12.46,   24.29,  451.20
01.07.2023 04:30:00,  983.96,   11.73,  286.20,   11.73,  100.00,   13.80,   13.80,    0.00,    8.77,   14.02, 1196.84,    1.26,    2.01,  206.60,    0.00,    0.00,    7.95,   16.18,   20.35,   24.23,  451.40
01.07.2023 04:40:00,  984.00,   11.68,  286.15,   11.68,  100.00,   13.75,   13.75,    0.00,    8.74,   13.97, 1197.12,    1.01,    1.60,  220.20,    0.00,    0.00,   13.18,   26.57,   31.35,   24.18,  452.20
01.07.2023 04:50:00,  984.01,   11.62,  286.09,   11.62,  100.00,   13.70,   13.70,    0.00,    8.70,   13.92, 1197.41,    1.30,    1.96,  215.10,    0.00,    0.00,   18.57,   36.49,   41.73,   24.15,  453.40
01.07.2023 05:00:00,  984.02,   11.60,  286.06,   11.60,  100.00,   13.68,   13.68,    0.00,    8.69,   13.90, 1197.52,    1.19,    1.91,  215.30,    0.00,    0.00,   27.90,   53.83,   61.66,   24.13,  454.00
01.07.2023 05:10:00,  984.03,   11.52,  285.98,   11.52,  100.00,   13.61,   13.61,    0.00,    8.64,   13.83, 1197.90,    1.55,    2.12,  214.60,    0.00,    0.00,   40.72,   76.88,   92.81,   24.13,  453.40
01.07.2023 05:20:00,  984.05,   11.44,  285.90,   11.44,  100.00,   13.53,   13.53,    0.00,    8.60,   13.75, 1198.29,    1.50,    2.15,  209.40,    0.00,    0.00,   54.27,  103.82,  131.12,   24.14,  453.70
01.07.2023 05:30:00,  984.00,   11.50,  285.97,   11.50,  100.00,   13.59,   13.59,    0.00,    8.63,   13.81, 1197.95,    0.93,    1.83,  192.20,    0.00,    0.00,   72.95,  136.99,  148.61,   24.15,  453.80
01.07.2023 05:40:00,  983.91,   11.61,  286.08,   11.61,  100.00,   13.69,   13.69,    0.00,    8.70,   13.91, 1197.33,    1.64,    2.97,  181.00,    0.00,    0.00,   80.78,  156.99,  201.35,   24.19,  455.70
01.07.2023 05:50:00,  983.87,   11.71,  286.19,   11.71,  100.00,   13.78,   13.78,    0.00,    8.76,   14.00, 1196.82,    1.73,    2.61,  166.40,    0.00,    0.00,  115.09,  220.10,  266.72,   24.25,  455.60
01.07.2023 06:00:00,  983.81,   11.83,  286.31,   11.83,  100.00,   13.89,   13.89,    0.00,    8.83,   14.12, 1196.19,    2.56,    3.64,  157.00,    0.00,   70.00,  115.95,  229.17,  262.60,   24.32,  453.50
01.07.2023 06:10:00,  983.75,   11.98,  286.47,   11.98,  100.00,   14.03,   14.03,    0.00,    8.92,   14.26, 1195.43,    1.95,    3.49,  181.90,    0.00,    0.00,  123.06,  228.97,  256.18,   24.38,  454.90
01.07.2023 06:20:00,  983.72,   12.35,  286.84,   12.35,  100.00,   14.37,   14.37,    0.00,    9.14,   14.61, 1193.68,    1.44,    2.26,  154.70,    0.00,    0.00,  159.53,  285.53,  415.86,   24.44,  455.80
01.07.2023 06:30:00,  983.70,   12.83,  287.33,   12.83,  100.00,   14.83,   14.83,    0.00,    9.43,   15.08, 1191.44,    2.28,    3.43,  168.00,    0.00,    0.00,  230.69,  408.93,  572.64,   24.57,  454.80
01.07.2023 06:40:00,  983.69,   13.37,  287.87,   13.37,  100.00,   15.37,   15.37,    0.00,    9.77,   15.62, 1188.94,    1.92,    3.12,  168.40,    0.00,    0.00,  256.95,  465.05,  539.15,   24.80,  453.40
01.07.2023 06:50:00,  983.63,   14.15,  288.66,   13.82,   97.90,   16.17,   15.83,    0.34,   10.07,   16.09, 1185.43,    1.65,    3.06,  176.20,    0.00,    0.00,  305.69,  553.61,  602.00,   25.11,  453.50
01.07.2023 07:00:00,  983.53,   14.78,  289.30,   13.66,   93.00,   16.84,   15.66,    1.18,    9.96,   15.92, 1182.79,    2.08,    3.11,  154.20,    0.00,    0.00,  341.94,  618.92,  641.34,   25.53,  454.00
01.07.2023 07:10:00,  983.47,   15.19,  289.72,   13.83,   91.60,   17.29,   15.84,    1.45,   10.08,   16.10, 1180.95,    2.13,    3.37,  144.30,    0.00,    0.00,  350.17,  655.38,  675.51,   26.05,  451.70
01.07.2023 07:20:00,  983.34,   15.55,  290.09,   14.00,   90.50,   17.69,   16.01,    1.68,   10.19,   16.28, 1179.24,    1.99,    2.80,  155.30,    0.00,    0.00,  324.21,  616.90,  715.19,   26.62,  448.30
01.07.2023 07:30:00,  983.25,   16.14,  290.69,   14.17,   88.10,   18.37,   16.19,    2.19,   10.30,   16.46, 1176.65,    2.57,    3.71,  157.80,    0.00,    0.00,  387.37,  728.04,  773.91,   27.19,  442.70
01.07.2023 07:40:00,  983.14,   16.81,  291.37,   14.31,   85.20,   19.17,   16.34,    2.84,   10.40,   16.62, 1173.73,    2.38,    4.20,  165.60,    0.00,    0.00,  436.61,  814.69,  851.20,   27.73,  440.40
01.07.2023 07:50:00,  983.07,   17.04,  291.61,   14.15,   83.10,   19.46,   16.17,    3.29,   10.29,   16.45, 1172.79,    3.53,    5.26,  161.50,    0.00,    0.00,  463.66,  873.86,  918.78,   28.27,  438.10
01.07.2023 08:00:00,  983.06,   17.17,  291.74,   14.13,   82.30,   19.62,   16.14,    3.47,   10.28,   16.42, 1172.27,    3.65,    5.22,  156.30,    0.00,    0.00,  498.12,  941.75,  962.87,   28.80,  434.80
01.07.2023 08:10:00,  982.95,   17.51,  292.09,   14.31,   81.50,   20.04,   16.34,    3.71,   10.40,   16.62, 1170.68,    2.83,    4.20,  166.10,    0.00,    0.00,  512.70,  967.69, 1014.96,   29.28,  432.90
01.07.2023 08:20:00,  982.90,   18.24,  292.83,   14.40,   78.30,   20.99,   16.43,    4.55,   10.46,   16.72, 1167.64,    2.71,    4.27,  169.00,    0.00,    0.00,  553.61, 1039.20, 1058.60,   29.71,  427.80
01.07.2023 08:30:00,  982.78,   18.94,  293.54,   13.93,   72.66,   21.93,   15.93,    5.99,   10.15,   16.21, 1164.93,    3.15,    5.78,  180.40,    0.00,    0.00,  575.45, 1084.83, 1115.33,   30.18,  421.70
01.07.2023 08:40:00,  982.61,   19.34,  293.96,   13.66,   69.66,   22.48,   15.66,    6.82,    9.97,   15.94, 1163.25,    3.13,    5.59,  194.10,    0.00,    0.00,  608.20, 1147.56, 1175.47,   30.68,  418.50
01.07.2023 08:50:00,  982.42,   19.64,  294.28,   13.52,   67.77,   22.90,   15.52,    7.38,    9.89,   15.80, 1161.90,    3.84,    6.26,  192.80,    0.00,    0.00,  640.74, 1210.75, 1266.36,   31.20,  416.70
01.07.2023 09:00:00,  982.27,   20.08,  294.73,   12.96,   63.55,   23.54,   14.96,    8.58,    9.53,   15.23, 1160.23,    4.30,    6.29,  196.40,    0.00,    0.00,  657.42, 1243.38, 1279.16,   31.71,  414.20
01.07.2023 09:10:00,  982.19,   20.31,  294.97,   12.07,   59.10,   23.87,   14.11,    9.76,    8.98,   14.36, 1159.61,    4.86,    8.73,  202.20,    0.00,    0.00,  721.65, 1363.57, 1451.08,   32.21,  412.00
01.07.2023 09:20:00,  982.04,   20.52,  295.20,   11.39,   55.78,   24.18,   13.49,   10.69,    8.59,   13.74, 1158.88,    6.00,    8.94,  206.30,    0.00,    0.00,  747.96, 1408.02, 1462.79,   32.64,  411.50
01.07.2023 09:30:00,  981.97,   20.65,  295.33,   11.58,   56.02,   24.38,   13.66,   10.72,    8.70,   13.91, 1158.21,    4.90,    7.60,  210.70,    0.00,    0.00,  685.29, 1300.84, 1485.43,   32.97,  411.30
01.07.2023 09:40:00,  981.83,   20.94,  295.64,   10.96,   52.82,   24.82,   13.11,   11.71,    8.35,   13.35, 1157.14,    5.50,    8.57,  201.20,    0.00,    0.00,  635.32, 1212.70, 1457.12,   33.25,  411.10
01.07.2023 09:50:00,  981.80,   21.05,  295.75,   10.09,   49.51,   24.99,   12.37,   12.62,    7.87,   12.60, 1157.01,    5.02,    9.03,  220.00,    0.00,    0.00,  656.22, 1250.98, 1540.57,   33.45,  411.00
01.07.2023 10:00:00,  981.66,   21.29,  296.00,    9.93,   48.25,   25.36,   12.23,   13.12,    7.79,   12.46, 1155.96,    5.87,   10.01,  222.20,    0.00,    0.00,  738.74, 1418.89, 1577.85,   33.60,  411.40
01.07.2023 10:10:00,  981.60,   21.24,  295.96,   10.11,   48.98,   25.28,   12.38,   12.90,    7.88,   12.61, 1156.02,    6.15,    8.39,  223.70,    0.00,    0.00,  519.09, 1007.52, 1550.17,   33.73,  411.30
01.07.2023 10:20:00,  981.54,   21.21,  295.93,   10.21,   49.42,   25.23,   12.47,   12.76,    7.94,   12.70, 1156.02,    5.37,    9.13,  202.50,    0.00,    0.00,  627.10, 1202.45, 1566.27,   33.78,  411.60
01.07.2023 10:30:00,  981.43,   21.31,  296.04,   10.10,   48.75,   25.39,   12.38,   13.01,    7.88,   12.61, 1155.54,    6.33,    9.79,  210.10,    0.00,    0.00,  608.04, 1176.57, 1789.90,   33.79,  411.80
01.07.2023 10:40:00,  981.36,   21.81,  296.55,    9.94,   46.78,   26.18,   12.25,   13.93,    7.80,   12.48, 1153.56,    5.91,    9.40,  216.50,    0.00,    0.00,  840.03, 1604.25, 1944.36,   33.77,  412.10
01.07.2023 10:50:00,  981.18,   22.15,  296.91,    9.52,   44.53,   26.72,   11.90,   14.82,    7.58,   12.13, 1152.17,    7.15,   10.51,  206.90,    0.00,    0.00,  832.32, 1570.04, 1898.27,   33.79,  412.50
01.07.2023 11:00:00,  981.08,   22.18,  296.95,    9.37,   44.01,   26.77,   11.78,   14.99,    7.50,   12.01, 1151.99,    5.75,    8.76,  213.50,    0.00,    0.00,  786.25, 1507.88, 1876.05,   33.86,  412.80
01.07.2023 11:10:00,  980.96,   22.05,  296.83,    9.56,   44.94,   26.56,   11.94,   14.63,    7.60,   12.17, 1152.29,    6.95,    9.33,  213.30,    0.00,    0.00,  588.26, 1140.99, 2034.68,   33.95,  413.50
01.07.2023 11:20:00,  980.85,   22.06,  296.85,    9.91,   45.99,   26.58,   12.22,   14.36,    7.79,   12.46, 1151.99,    5.92,    9.17,  215.40,    0.00,    0.00,  685.25, 1316.97, 1976.07,   34.01,  413.50
01.07.2023 11:30:00,  980.73,   22.13,  296.93,   10.17,   46.58,   26.69,   12.43,   14.26,    7.92,   12.68, 1151.48,    6.67,    9.93,  201.70,    0.00,    0.00,  685.03, 1325.74, 1537.04,   34.02,  413.20
01.07.2023 11:40:00,  980.68,   22.28,  297.08,   10.29,   46.53,   26.94,   12.53,   14.40,    7.99,   12.78, 1150.80,    5.64,    8.04,  208.00,    0.00,    0.00,  613.59, 1180.33, 1829.76,   34.00,  412.90
01.07.2023 11:50:00,  980.56,   22.61,  297.43,    9.80,   44.14,   27.48,   12.13,   15.35,    7.73,   12.37, 1149.55,    6.47,   11.45,  209.40,    0.00,    0.00,  833.90, 1603.88, 2128.70,   34.01,  412.90
01.07.2023 12:00:00,  980.49,   22.69,  297.51,    9.58,   43.28,   27.62,   11.95,   15.66,    7.62,   12.19, 1149.24,    5.83,    8.94,  215.90,    0.00,    0.00,  530.31, 1022.67, 1225.99,   34.07,  412.70
01.07.2023 12:10:00,  980.31,   22.71,  297.55,    9.54,   43.12,   27.65,   11.92,   15.73,    7.60,   12.16, 1148.96,    7.52,   10.66,  210.90,    0.00,    0.00,  615.57, 1191.89, 1688.94,   34.13,  412.80
01.07.2023 12:20:00,  980.29,   22.76,  297.60,    9.59,   43.12,   27.73,   11.96,   15.77,    7.62,   12.20, 1148.73,    5.77,   10.33,  220.30,    0.00,    0.00,  675.01, 1320.64, 2157.15,   34.15,  412.60
01.07.2023 12:30:00,  980.18,   22.96,  297.81,    9.23,   41.59,   28.07,   11.67,   16.40,    7.44,   11.91, 1147.95,    8.25,   12.28,  207.50,    0.00,    0.00,  633.78, 1236.20, 1908.47,   34.17,  413.30
01.07.2023 12:40:00,  980.08,   22.98,  297.84,    9.24,   41.56,   28.11,   11.68,   16.42,    7.45,   11.92, 1147.75,    7.68,   10.76,  207.00,    0.00,    0.00, 1003.00, 1915.33, 2283.19,   34.18,  413.00
01.07.2023 12:50:00,  979.96,   23.31,  298.18,    9.20,   40.64,   28.67,   11.65,   17.02,    7.43,   11.89, 1146.34,    7.91,   11.57,  212.70,    0.00,    0.00,  804.04, 1537.27, 1884.76,   34.21,  412.60
01.07.2023 13:00:00,  979.94,   23.36,  298.23,    9.23,   40.60,   28.76,   11.68,   17.08,    7.44,   11.91, 1146.12,    5.50,    8.98,  217.60,    0.00,    0.00,  467.12,  898.68, 1253.25,   34.30,  412.30
01.07.2023 13:10:00,  979.88,   23.30,  298.18,    8.93,   39.92,   28.65,   11.44,   17.22,    7.29,   11.67, 1146.38,    7.55,   10.72,  209.30,    0.00,    0.00,  566.16, 1097.33, 1801.26,   34.39,  412.40
01.07.2023 13:20:00,  979.82,   23.23,  298.11,    9.20,   40.83,   28.53,   11.65,   16.88,    7.43,   11.89, 1146.49,    6.21,    8.95,  210.00,    0.00,    0.00,  452.13,  875.58,  918.92,   34.45,  412.00
01.07.2023 13:30:00,  979.78,   23.23,  298.12,    9.23,   40.92,   28.53,   11.68,   16.86,    7.45,   11.92, 1146.43,    6.98,   10.94,  206.60,    0.00,    0.00,  483.78,  943.35, 1040.77,   34.49,  412.10
01.07.2023 13:40:00,  979.75,   23.26,  298.15,    9.25,   40.90,   28.58,   11.69,   16.89,    7.46,   11.93, 1146.27,    7.27,   10.08,  216.10,    0.00,    0.00,  416.78,  806.87,  934.56,   34.49,  412.00
01.07.2023 13:50:00,  979.69,   23.25,  298.14,    9.36,   41.23,   28.57,   11.78,   16.79,    7.51,   12.02, 1146.20,    7.17,   10.28,  212.30,    0.00,    0.00,  538.64, 1056.02, 1541.62,   34.46,  412.00
01.07.2023 14:00:00,  979.73,   23.42,  298.31,    9.58,   41.41,   28.86,   11.95,   16.91,    7.62,   12.20, 1145.51,    6.47,    9.39,  219.40,    0.00,    0.00,  417.85,  824.92, 1151.92,   34.42,  411.80
01.07.2023 14:10:00,  979.66,   23.27,  298.17,    9.59,   41.82,   28.60,   11.96,   16.64,    7.63,   12.21, 1146.01,    7.19,   10.62,  215.00,    0.00,    0.00,  439.09,  865.09, 1380.22,   34.40,  411.50
01.07.2023 14:20:00,  979.66,   23.25,  298.15,    9.84,   42.58,   28.57,   12.16,   16.40,    7.76,   12.42, 1145.99,    6.47,    9.95,  215.10,    0.00,    0.00,  399.40,  790.86,  992.24,   34.37,  411.40
01.07.2023 14:30:00,  979.65,   23.14,  298.04,   10.06,   43.50,   28.38,   12.34,   16.03,    7.88,   12.60, 1146.33,    5.70,    9.23,  220.30,    0.00,    0.00,  641.38, 1260.04, 2319.00,   34.32,  411.30
01.07.2023 14:40:00,  979.52,   23.43,  298.34,    9.98,   42.52,   28.88,   12.28,   16.60,    7.83,   12.54, 1145.08,    6.54,    9.60,  211.90,    0.00,    0.00,  801.92, 1544.90, 2242.55,   34.30,  411.00
01.07.2023 14:50:00,  979.47,   23.42,  298.33,   10.12,   42.93,   28.86,   12.39,   16.47,    7.91,   12.65, 1145.01,    7.23,   10.81,  214.50,    0.00,    0.00,  572.70, 1102.54, 1661.62,   34.39,  410.60
01.07.2023 15:00:00,  979.43,   23.06,  297.98,   10.22,   44.18,   28.24,   12.48,   15.76,    7.96,   12.74, 1146.32,    7.25,    9.69,  205.30,    0.00,    0.00,  356.37,  696.50,  840.39,   34.51,  411.00
01.07.2023 15:10:00,  979.42,   22.79,  297.71,   10.32,   45.20,   27.78,   12.56,   15.23,    8.01,   12.82, 1147.32,    7.20,   10.59,  209.90,    0.00,    0.00,  338.92,  661.59,  752.15,   34.54,  411.50
01.07.2023 15:20:00,  979.45,   22.86,  297.77,   10.70,   46.16,   27.90,   12.88,   15.02,    8.22,   13.15, 1146.94,    5.22,    8.76,  209.30,    0.00,    0.00,  459.43,  900.05, 1054.25,   34.47,  410.70
01.07.2023 15:30:00,  979.43,   23.03,  297.95,   11.01,   46.65,   28.19,   13.15,   15.04,    8.39,   13.43, 1146.14,    6.07,    9.76,  215.60,    0.00,    0.00,  328.51,  644.72,  861.22,   34.39,  410.40
01.07.2023 15:40:00,  979.41,   22.90,  297.82,   11.16,   47.50,   27.97,   13.29,   14.68,    8.48,   13.56, 1146.56,    5.82,    9.65,  213.60,    0.00,    0.00,  405.31,  796.96, 1096.77,   34.33,  410.40
01.07.2023 15:50:00,  979.43,   22.68,  297.59,   11.18,   48.21,   27.60,   13.31,   14.29,    8.49,   13.59, 1147.42,    6.90,   14.11,  212.40,    0.00,    0.00,  346.48,  681.42,  812.68,   34.27,  410.40
01.07.2023 16:00:00,  979.59,   22.27,  297.17,   11.69,   51.12,   26.92,   13.76,   13.16,    8.78,   14.05, 1149.00,    6.12,    9.10,  216.50,    0.00,    0.00,  254.25,  503.83,  565.13,   34.19,  411.10
01.07.2023 16:10:00,  979.69,   21.89,  296.78,   11.79,   52.67,   26.30,   13.85,   12.45,    8.84,   14.14, 1150.56,    5.17,    8.36,  218.00,    0.00,    0.00,  188.00,  375.30,  409.86,   34.04,  411.80
01.07.2023 16:20:00,  979.62,   21.84,  296.73,   11.93,   53.30,   26.22,   13.98,   12.25,    8.92,   14.27, 1150.62,    4.01,    7.77,  220.10,    0.00,    0.00,  221.30,  445.34,  489.86,   33.86,  411.50
01.07.2023 16:30:00,  979.56,   21.80,  296.70,   11.76,   52.85,   26.16,   13.83,   12.33,    8.83,   14.11, 1150.77,    6.11,    9.13,  221.00,    0.00,    0.00,  225.18,  452.32,  496.86,   33.69,  411.20
01.07.2023 16:40:00,  979.55,   21.61,  296.51,   11.99,   54.27,   25.86,   14.03,   11.83,    8.96,   14.33, 1151.41,    5.53,   10.45,  214.60,    0.00,    0.00,  202.65,  409.74,  479.52,   33.51,  411.50
01.07.2023 16:50:00,  979.57,   21.48,  296.37,   12.34,   55.99,   25.65,   14.36,   11.29,    9.17,   14.66, 1151.79,    5.57,    8.87,  214.50,    0.00,    0.00,  190.88,  386.30,  483.39,   33.32,  411.60
01.07.2023 17:00:00,  979.64,   21.22,  296.11,   12.50,   57.48,   25.25,   14.51,   10.74,    9.27,   14.81, 1152.82,    4.60,    6.56,  214.30,    0.00,    0.00,   88.99,  182.04,  240.04,   33.12,  412.20
01.07.2023 17:10:00,  979.74,   20.89,  295.77,   12.58,   58.97,   24.74,   14.59,   10.15,    9.32,   14.89, 1154.20,    5.93,    9.82,  219.80,    0.00,    0.00,  104.77,  219.33,  242.62,   32.90,  412.70
01.07.2023 17:20:00,  979.87,   20.24,  295.10,   13.09,   63.48,   23.77,   15.09,    8.68,    9.63,   15.40, 1156.69,    6.52,   10.31,  220.60,    0.00,    0.00,  125.28,  258.65,  274.57,   32.67,  412.90
01.07.2023 17:30:00,  979.74,   19.74,  294.61,   13.22,   66.03,   23.05,   15.22,    7.83,    9.72,   15.53, 1158.45,    6.80,   10.06,  219.40,    0.00,    0.00,  179.59,  362.69,  473.75,   32.39,  412.40
01.07.2023 17:40:00,  979.67,   19.92,  294.80,   13.27,   65.51,   23.30,   15.27,    8.04,    9.75,   15.58, 1157.63,    6.23,    8.45,  215.40,    0.00,    0.00,  356.31,  700.56,  984.64,   32.10,  411.80
01.07.2023 17:50:00,  979.66,   20.22,  295.10,   13.31,   64.45,   23.74,   15.30,    8.44,    9.77,   15.62, 1156.42,    5.28,    7.78,  210.00,    0.00,    0.00,  218.21,  430.66,  531.17,   31.85,  411.50
01.07.2023 18:00:00,  979.69,   20.32,  295.20,   13.28,   63.96,   23.89,   15.28,    8.61,    9.76,   15.60, 1156.07,    4.67,    7.10,  217.30,    0.00,    0.00,  158.08,  317.00,  354.14,   31.70,  411.20
01.07.2023 18:10:00,  979.71,   20.30,  295.18,   13.27,   63.97,   23.86,   15.26,    8.60,    9.75,   15.58, 1156.18,    5.25,    8.54,  215.40,    0.00,    0.00,  113.05,  231.91,  262.50,   31.59,  411.50
01.07.2023 18:20:00,  979.73,   20.15,  295.02,   13.14,   64.04,   23.64,   15.14,    8.50,    9.67,   15.45, 1156.85,    6.20,    9.09,  216.90,    0.00,    0.00,   87.48,  179.09,  230.54,   31.47,  411.50
01.07.2023 18:30:00,  979.85,   20.03,  294.89,   13.13,   64.48,   23.46,   15.13,    8.33,    9.66,   15.44, 1157.47,    5.55,    8.87,  222.40,    0.00,    0.00,   41.11,   86.39,  130.08,   31.32,  412.00
01.07.2023 18:40:00,  979.93,   19.88,  294.73,   13.14,   65.09,   23.25,   15.13,    8.12,    9.66,   15.44, 1158.16,    4.09,    7.89,  220.80,    0.00,    0.00,   30.90,   65.92,   79.61,   31.14,  412.30
01.07.2023 18:50:00,  980.02,   19.77,  294.62,   13.35,   66.46,   23.09,   15.34,    7.74,    9.80,   15.66, 1158.61,    4.31,    7.24,  214.40,    0.00,  290.00,   27.10,   62.70,   70.68,   30.94,  412.60
01.07.2023 19:00:00,  980.15,   19.18,  294.01,   13.94,   71.63,   22.26,   15.94,    6.31,   10.18,   16.27, 1160.83,    4.17,    7.01,  226.50,    0.00,  170.00,   21.17,   53.90,   57.49,   30.73,  413.10
01.07.2023 19:10:00,  980.37,   18.02,  292.83,   14.69,   80.90,   20.70,   16.74,    3.95,   10.69,   17.08, 1165.36,    3.49,    6.56,  239.10,    0.30,  600.00,   17.21,   46.14,   57.46,   30.45,  413.70
