"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
16.08.2023 07:10:00,  994.55,   18.16,  291.77,   18.16,  100.00,   20.88,   20.88,    0.00,   13.16,   21.00, 1179.89,    0.84,    1.19,  247.90,    0.00,    0.00,   63.06,  131.35,  138.92,   30.07,  461.30
16.08.2023 07:20:00,  994.56,   18.33,  291.94,   18.33,  100.00,   21.11,   21.11,    0.00,   13.31,   21.22, 1179.10,    0.41,    0.82,  291.20,    0.00,    0.00,   75.27,  155.83,  166.89,   30.15,  455.30
16.08.2023 07:30:00,  994.59,   18.58,  292.18,   18.58,  100.00,   21.44,   21.44,    0.00,   13.52,   21.55, 1177.98,    0.28,    0.70,    1.51,    0.00,    0.00,   73.12,  151.99,  163.35,   30.23,  453.90
16.08.2023 07:40:00,  994.60,   18.68,  292.28,   18.68,  100.00,   21.57,   21.57,    0.00,   13.60,   21.69, 1177.53,    0.60,    0.87,  223.20,    0.00,    0.00,   69.06,  144.46,  156.17,   30.34,  452.50
16.08.2023 07:50:00,  994.59,   18.75,  292.35,   18.75,  100.00,   21.67,   21.67,    0.00,   13.66,   21.79, 1177.19,    0.42,    0.80,  358.30,    0.00,    0.00,   75.71,  158.29,  163.04,   30.46,  454.90
16.08.2023 08:00:00,  994.57,   18.81,  292.42,   18.81,  100.00,   21.75,   21.75,    0.00,   13.72,   21.87, 1176.89,    1.23,    1.86,   60.16,    0.00,    0.00,   79.68,  167.08,  182.21,   30.58,  465.10
16.08.2023 08:10:00,  994.50,   18.71,  292.32,   18.71,  100.00,   21.61,   21.61,    0.00,   13.63,   21.73, 1177.27,    1.62,    2.06,   48.62,    0.00,    0.00,   96.45,  201.17,  235.49,   30.67,  469.50
16.08.2023 08:20:00,  994.51,   18.72,  292.33,   18.72,  100.00,   21.63,   21.63,    0.00,   13.64,   21.75, 1177.23,    2.01,    2.81,   22.62,    0.00,    0.00,  114.36,  238.08,  243.98,   30.72,  472.20
16.08.2023 08:30:00,  994.48,   18.86,  292.47,   18.86,  100.00,   21.82,   21.82,    0.00,   13.76,   21.94, 1176.54,    2.35,    3.09,   21.31,    0.00,    0.00,  109.28,  228.66,  237.63,   30.73,  466.90
16.08.2023 08:40:00,  994.53,   18.99,  292.60,   18.99,  100.00,   21.99,   21.99,    0.00,   13.87,   22.12, 1176.00,    2.71,    3.34,   35.11,    0.00,    0.00,  103.05,  215.24,  227.73,   30.72,  454.80
16.08.2023 08:50:00,  994.63,   19.13,  292.73,   19.13,  100.00,   22.19,   22.19,    0.00,   13.99,   22.31, 1175.48,    2.18,    3.55,   36.85,    0.00,    0.00,  113.79,  232.73,  251.02,   30.69,  444.10
16.08.2023 09:00:00,  994.74,   19.54,  293.13,   19.52,   99.90,   22.76,   22.74,    0.02,   14.34,   22.86, 1173.71,    1.12,    1.99,  355.40,    0.00,    0.00,  189.89,  383.23,  517.70,   30.67,  430.80
16.08.2023 09:10:00,  994.68,   20.35,  293.95,   19.51,   94.90,   23.93,   22.71,    1.22,   14.33,   22.83, 1170.41,    0.93,    1.82,  317.50,    0.00,    0.00,  548.52, 1060.42, 1443.03,   30.71,  421.70
16.08.2023 09:20:00,  994.71,   21.87,  295.47,   19.20,   84.80,   26.27,   22.28,    3.99,   14.05,   22.40, 1164.61,    1.00,    2.42,  227.60,    0.00,    0.00,  424.51,  847.32, 1188.51,   30.97,  419.30
16.08.2023 09:30:00,  994.66,   21.72,  295.32,   19.18,   85.50,   26.03,   22.26,    3.77,   14.04,   22.38, 1165.16,    1.78,    2.82,  176.30,    0.00,    0.00,  399.53,  796.94, 1294.41,   31.50,  423.10
16.08.2023 09:40:00,  994.62,   21.84,  295.45,   19.35,   85.80,   26.22,   22.50,    3.72,   14.19,   22.62, 1164.53,    1.24,    2.84,  173.80,    0.00,    0.00,  506.08,  991.26, 1509.36,   32.09,  426.40
16.08.2023 09:50:00,  994.59,   22.32,  295.93,   19.58,   84.50,   27.00,   22.82,    4.19,   14.39,   22.94, 1162.46,    2.13,    3.07,  164.20,    0.00,    0.00,  450.33,  883.73, 1470.62,   32.66,  432.70
16.08.2023 10:00:00,  994.63,   22.04,  295.65,   19.63,   86.20,   26.55,   22.88,    3.66,   14.44,   23.01, 1163.57,    1.95,    3.23,  169.70,    0.00,    0.00,  333.19,  666.47,  781.76,   33.20,  434.40
16.08.2023 10:10:00,  994.67,   21.70,  295.30,   19.64,   88.10,   26.00,   22.91,    3.09,   14.45,   23.03, 1164.96,    1.67,    2.82,  172.80,    0.00,    0.00,  278.19,  559.60,  603.98,   33.65,  433.70
16.08.2023 10:20:00,  994.70,   21.89,  295.49,   19.66,   87.20,   26.30,   22.94,    3.37,   14.47,   23.06, 1164.23,    1.75,    2.73,  164.70,    0.00,    0.00,  240.48,  488.28,  562.06,   34.00,  430.70
16.08.2023 10:30:00,  994.67,   21.70,  295.30,   19.72,   88.50,   26.00,   23.01,    2.99,   14.52,   23.13, 1164.91,    1.70,    2.73,  191.00,    0.00,    0.00,  173.67,  359.64,  393.05,   34.23,  430.40
16.08.2023 10:40:00,  994.59,   21.67,  295.28,   19.78,   89.00,   25.95,   23.10,    2.85,   14.57,   23.22, 1164.89,    2.05,    3.64,  169.50,    0.00,    0.00,  163.88,  335.75,  377.51,   34.36,  429.50
16.08.2023 10:50:00,  994.60,   21.54,  295.15,   19.81,   89.90,   25.75,   23.15,    2.60,   14.60,   23.27, 1165.40,    2.21,    3.63,  170.90,    0.00,    0.00,  153.19,  314.82,  349.18,   34.39,  428.90
16.08.2023 11:00:00,  994.73,   21.60,  295.20,   19.87,   89.90,   25.84,   23.23,    2.61,   14.66,   23.36, 1165.27,    1.94,    3.38,  173.30,    0.00,    0.00,  155.05,  320.98,  381.12,   34.33,  428.20
16.08.2023 11:10:00,  994.73,   21.74,  295.34,   19.59,   87.60,   26.06,   22.83,    3.23,   14.40,   22.95, 1164.89,    2.35,    3.55,  140.20,    0.00,    0.00,  197.07,  403.61,  425.99,   34.26,  423.60
16.08.2023 11:20:00,  994.73,   21.77,  295.37,   19.55,   87.20,   26.11,   22.77,    3.34,   14.36,   22.89, 1164.81,    2.86,    3.85,  143.80,    0.00,    0.00,  176.03,  362.43,  417.59,   34.18,  422.90
16.08.2023 11:30:00,  994.74,   21.63,  295.23,   19.52,   87.80,   25.89,   22.73,    3.16,   14.34,   22.85, 1165.39,    2.41,    3.87,  160.20,    0.00,    0.00,  163.96,  345.55,  362.38,   34.11,  423.00
16.08.2023 11:40:00,  994.86,   21.63,  295.21,   19.46,   87.50,   25.89,   22.65,    3.24,   14.29,   22.77, 1165.57,    2.51,    3.61,  146.60,    0.00,    0.00,  113.96,  243.51,  308.65,   34.04,  423.80
16.08.2023 11:50:00,  994.83,   21.50,  295.09,   19.50,   88.40,   25.69,   22.71,    2.98,   14.32,   22.82, 1166.02,    1.97,    3.37,  141.00,    0.00,    0.00,  130.30,  273.01,  426.47,   33.94,  424.60
16.08.2023 12:00:00,  994.80,   21.61,  295.20,   19.74,   89.10,   25.86,   23.04,    2.82,   14.53,   23.16, 1165.40,    2.02,    2.88,  123.80,    0.00,    0.00,  249.96,  506.35,  541.17,   33.84,  426.00
16.08.2023 12:10:00,  994.87,   21.70,  295.28,   19.66,   88.20,   26.00,   22.93,    3.07,   14.46,   23.05, 1165.18,    1.90,    2.73,  103.80,    0.00,    0.00,  284.83,  573.16,  660.66,   33.79,  425.90
16.08.2023 12:20:00,  994.84,   21.76,  295.35,   19.68,   88.00,   26.10,   22.97,    3.13,   14.48,   23.08, 1164.89,    2.31,    3.26,  105.60,    0.00,    0.00,  349.23,  692.50,  799.71,   33.83,  425.90
16.08.2023 12:30:00,  994.79,   21.81,  295.40,   19.71,   87.90,   26.18,   23.01,    3.17,   14.51,   23.13, 1164.62,    2.04,    3.25,   96.60,    0.00,    0.00,  457.79,  912.47, 1182.58,   33.92,  426.00
16.08.2023 12:40:00,  994.70,   22.04,  295.64,   19.72,   86.70,   26.55,   23.02,    3.53,   14.52,   23.14, 1163.60,    1.94,    3.55,   73.59,    0.00,    0.00,  320.79,  643.97,  834.62,   34.08,  425.80
16.08.2023 12:50:00,  994.68,   21.86,  295.46,   19.76,   87.90,   26.26,   23.08,    3.18,   14.56,   23.20, 1164.25,    2.01,    3.00,   92.90,    0.00,    0.00,  155.59,  315.46,  425.74,   34.27,  427.80
16.08.2023 13:00:00,  994.55,   21.82,  295.43,   19.85,   88.60,   26.19,   23.21,    2.99,   14.64,   23.33, 1164.20,    1.68,    2.60,   52.27,    0.00,    0.00,  193.15,  400.12,  510.51,   34.40,  427.10
16.08.2023 13:10:00,  994.50,   21.92,  295.54,   19.82,   87.90,   26.35,   23.16,    3.19,   14.62,   23.29, 1163.77,    2.07,    3.06,   41.30,    0.00,    0.00,  306.96,  622.62,  662.52,   34.45,  426.70
16.08.2023 13:20:00,  994.52,   22.16,  295.77,   19.87,   86.90,   26.74,   23.24,    3.50,   14.66,   23.37, 1162.81,    1.97,    3.28,   65.10,    0.00,    0.00,  370.06,  747.73, 1198.23,   34.46,  425.80
16.08.2023 13:30:00,  994.40,   22.48,  296.11,   19.81,   84.90,   27.27,   23.15,    4.12,   14.61,   23.28, 1161.45,    2.54,    3.99,   65.47,    0.00,    0.00,  708.58, 1391.03, 1876.69,   34.49,  423.60
16.08.2023 13:40:00,  994.24,   22.77,  296.41,   19.89,   83.80,   27.75,   23.25,    4.50,   14.68,   23.39, 1160.08,    3.08,    4.15,   63.96,    0.00,    0.00,  463.67,  928.60, 1707.46,   34.60,  421.70
16.08.2023 13:50:00,  994.20,   22.81,  296.45,   19.83,   83.30,   27.82,   23.17,    4.65,   14.63,   23.31, 1159.92,    2.59,    3.83,   45.01,    0.00,    0.00,  288.43,  588.52, 1003.05,   34.80,  420.60
16.08.2023 14:00:00,  994.19,   23.10,  296.74,   19.88,   82.10,   28.31,   23.24,    5.07,   14.67,   23.38, 1158.73,    1.17,    2.16,   70.52,    0.00,    0.00,  435.35,  871.77, 1679.96,   34.98,  420.00
16.08.2023 14:10:00,  994.16,   23.51,  297.16,   19.80,   79.73,   29.02,   23.14,    5.88,   14.60,   23.27, 1157.14,    2.41,    3.26,  111.60,    0.00,    0.00,  521.98, 1031.11, 1610.11,   35.13,  420.50
16.08.2023 14:20:00,  994.19,   23.74,  297.38,   19.60,   77.66,   29.42,   22.85,    6.57,   14.42,   22.98, 1156.41,    2.40,    3.41,   91.70,    0.00,    0.00,  610.04, 1186.07, 1650.39,   35.33,  420.10
16.08.2023 14:30:00,  994.07,   23.94,  297.60,   19.43,   75.93,   29.78,   22.61,    7.17,   14.27,   22.75, 1155.60,    1.89,    3.56,   59.43,    0.00,    0.00,  641.23, 1232.47, 1548.20,   35.58,  419.40
16.08.2023 14:40:00,  994.02,   24.04,  297.70,   19.34,   75.04,   29.96,   22.48,    7.48,   14.19,   22.62, 1155.21,    2.38,    4.15,   46.48,    0.00,    0.00,  336.92,  673.16, 1481.73,   35.91,  419.70
16.08.2023 14:50:00,  993.88,   23.80,  297.47,   19.30,   75.96,   29.53,   22.43,    7.10,   14.16,   22.57, 1156.00,    2.44,    3.73,   70.86,    0.00,    0.00,  377.00,  739.25, 1449.38,   36.22,  420.00
16.08.2023 15:00:00,  993.82,   23.73,  297.41,   19.19,   75.72,   29.41,   22.27,    7.14,   14.05,   22.40, 1156.28,    1.83,    3.00,   96.70,    0.00,    0.00,  207.82,  424.35,  470.14,   36.40,  420.30
16.08.2023 15:10:00,  993.73,   23.89,  297.57,   19.48,   76.39,   29.69,   22.68,    7.01,   14.32,   22.82, 1155.36,    1.05,    1.95,   80.50,    0.00,    0.00,  203.36,  411.44,  472.23,   36.48,  420.70
16.08.2023 15:20:00,  993.68,   23.84,  297.53,   19.58,   77.10,   29.60,   22.82,    6.78,   14.41,   22.97, 1155.43,    2.01,    3.25,   99.70,    0.00,    0.00,  183.79,  371.90,  432.43,   36.51,  421.00
16.08.2023 15:30:00,  993.63,   23.84,  297.53,   19.64,   77.38,   29.60,   22.91,    6.70,   14.46,   23.05, 1155.34,    2.13,    3.11,  121.70,    0.00,    0.00,  292.50,  590.42,  898.40,   36.49,  420.80
16.08.2023 15:40:00,  993.52,   24.04,  297.74,   19.80,   77.22,   29.96,   23.13,    6.82,   14.61,   23.28, 1154.33,    1.70,    3.00,  105.70,    0.00,    0.00,  449.05,  883.33, 1246.70,   36.43,  420.00
16.08.2023 15:50:00,  993.58,   24.58,  298.28,   19.77,   74.60,   30.94,   23.08,    7.86,   14.58,   23.23, 1152.33,    1.95,    4.44,   51.94,    0.00,    0.00,  554.87, 1071.25, 1158.01,   36.43,  419.40
16.08.2023 16:00:00,  993.46,   24.51,  298.22,   19.64,   74.33,   30.81,   22.90,    7.91,   14.47,   23.05, 1152.55,    2.17,    3.66,   59.12,    0.00,    0.00,  518.95,  999.86, 1014.31,   36.57,  418.90
16.08.2023 16:10:00,  993.29,   24.89,  298.61,   19.68,   72.84,   31.52,   22.96,    8.56,   14.50,   23.11, 1150.85,    2.83,    4.68,   57.71,    0.00,    0.00,  501.24,  962.00, 1006.81,   36.79,  417.40
16.08.2023 16:20:00,  993.28,   25.11,  298.84,   19.23,   69.92,   31.94,   22.33,    9.61,   14.10,   22.48, 1150.27,    3.58,    4.81,   48.88,    0.00,    0.00,  469.64,  900.74,  935.88,   37.02,  416.80
16.08.2023 16:30:00,  993.36,   25.29,  299.01,   19.38,   69.80,   32.28,   22.53,    9.75,   14.23,   22.68, 1149.58,    2.70,    3.84,   49.96,    0.00,    0.00,  423.08,  813.34,  858.52,   37.25,  416.30
16.08.2023 16:40:00,  993.24,   25.33,  299.06,   19.52,   70.24,   32.36,   22.73,    9.63,   14.36,   22.88, 1149.19,    3.02,    4.45,   44.02,    0.00,    0.00,  383.01,  737.10,  782.62,   37.42,  415.60
16.08.2023 16:50:00,  993.20,   25.32,  299.05,   19.68,   71.01,   32.34,   22.96,    9.37,   14.51,   23.12, 1149.08,    2.32,    3.47,  112.90,    0.00,    0.00,  341.06,  657.76,  790.20,   37.56,  415.90
16.08.2023 17:00:00,  993.11,   25.40,  299.14,   19.64,   70.50,   32.49,   22.91,    9.58,   14.47,   23.07, 1148.69,    2.10,    3.09,   94.00,    0.00,    0.00,  304.24,  587.68,  692.03,   37.70,  415.10
16.08.2023 17:10:00,  993.04,   25.78,  299.53,   20.05,   70.71,   33.23,   23.50,    9.73,   14.85,   23.66, 1146.90,    2.05,    3.51,  118.60,    0.00,    0.00,  243.01,  477.69,  647.22,   37.85,  415.40
16.08.2023 17:20:00,  992.97,   25.50,  299.25,   19.81,   70.83,   32.68,   23.15,    9.53,   14.63,   23.31, 1148.04,    2.06,    3.68,   80.80,    0.00,    0.00,  194.94,  390.32,  535.53,   38.00,  414.30
16.08.2023 17:30:00,  992.94,   25.50,  299.26,   19.96,   71.46,   32.68,   23.36,    9.33,   14.76,   23.52, 1147.92,    1.56,    2.45,  114.80,    0.00,    0.00,  233.70,  434.11,  462.49,   38.09,  414.80
16.08.2023 17:40:00,  993.06,   25.63,  299.38,   19.88,   70.56,   32.94,   23.24,    9.70,   14.69,   23.40, 1147.60,    2.10,    3.26,   69.53,    0.00,    0.00,  217.62,  393.56,  451.02,   38.12,  414.60
16.08.2023 17:50:00,  992.96,   25.39,  299.14,   19.80,   71.24,   32.47,   23.13,    9.34,   14.62,   23.30, 1148.46,    2.10,    3.21,   55.96,    0.00,    0.00,  111.46,  232.23,  305.01,   38.14,  415.00
16.08.2023 18:00:00,  992.96,   25.02,  298.77,   19.77,   72.69,   31.77,   23.09,    8.68,   14.59,   23.25, 1149.90,    1.62,    2.32,   62.08,    0.00,    0.00,   60.54,  148.28,  267.70,   38.09,  415.10
16.08.2023 18:10:00,  992.99,   24.79,  298.54,   19.70,   73.36,   31.33,   22.99,    8.35,   14.53,   23.15, 1150.87,    1.71,    2.29,   71.83,    0.00,    0.00,   43.62,  109.86,  123.85,   37.91,  415.10
16.08.2023 18:20:00,  992.97,   24.64,  298.39,   19.90,   74.97,   31.05,   23.28,    7.77,   14.71,   23.45, 1151.29,    1.93,    3.37,   55.72,    0.00,    0.00,   36.00,   88.09,   92.98,   37.62,  415.80
16.08.2023 18:30:00,  993.08,   24.49,  298.23,   20.00,   76.10,   30.78,   23.42,    7.36,   14.80,   23.58, 1151.95,    1.39,    2.12,   54.76,    0.00,    0.00,   32.17,   74.98,   87.12,   37.27,  416.50
16.08.2023 18:40:00,  993.17,   24.44,  298.17,   20.00,   76.33,   30.68,   23.42,    7.26,   14.80,   23.58, 1152.24,    0.98,    1.22,   50.49,    0.00,    0.00,   23.80,   54.11,   61.84,   36.90,  416.70
16.08.2023 18:50:00,  993.26,   24.42,  298.15,   20.04,   76.60,   30.65,   23.48,    7.17,   14.83,   23.64, 1152.40,    1.03,    1.41,   55.02,    0.00,    0.00,   21.80,   47.09,   51.23,   36.54,  417.30
16.08.2023 19:00:00,  993.30,   24.34,  298.06,   20.03,   76.91,   30.50,   23.46,    7.04,   14.82,   23.62, 1152.76,    1.69,    2.37,   20.70,    0.00,    0.00,   19.79,   41.18,   42.35,   36.23,  418.20
16.08.2023 19:10:00,  993.26,   24.18,  297.91,   20.09,   77.94,   30.21,   23.55,    6.66,   14.88,   23.71, 1153.30,    1.32,    2.18,   30.66,    0.00,    0.00,   16.22,   34.60,   41.17,   35.94,  422.30
16.08.2023 19:20:00,  993.25,   23.91,  297.64,   20.15,   79.52,   29.73,   23.64,    6.09,   14.94,   23.80, 1154.29,    0.69,    1.09,   11.09,    0.00,    0.00,    5.28,   17.36,   23.68,   35.67,  424.80
16.08.2023 19:30:00,  993.22,   23.65,  297.38,   20.16,   80.80,   29.26,   23.65,    5.62,   14.94,   23.81, 1155.27,    0.80,    1.22,   12.21,    0.00,    0.00,    1.49,   10.27,   13.14,   35.43,  425.90
16.08.2023 19:40:00,  993.21,   23.62,  297.35,   20.17,   81.00,   29.21,   23.66,    5.55,   14.95,   23.82, 1155.36,    1.25,    1.83,   30.92,    0.00,    0.00,    0.00,    5.40,    7.45,   35.20,  425.70
16.08.2023 19:50:00,  993.22,   23.52,  297.25,   20.25,   81.90,   29.04,   23.78,    5.26,   15.03,   23.94, 1155.71,    2.03,    2.65,   15.18,    0.00,    0.00,    0.00,    2.07,    3.51,   34.97,  429.30
16.08.2023 20:00:00,  993.35,   23.38,  297.10,   20.25,   82.60,   28.79,   23.78,    5.01,   15.03,   23.94, 1156.41,    2.00,    2.52,    7.63,    0.00,    0.00,    0.00,    0.00,    0.00,   34.74,  430.70
16.08.2023 20:10:00,  993.47,   23.32,  297.03,   20.27,   83.00,   28.69,   23.81,    4.88,   15.04,   23.97, 1156.77,    2.41,    3.50,   19.06,    0.00,    0.00,    0.00,    0.00,    0.00,   34.50,  431.40
16.08.2023 20:20:00,  993.55,   23.25,  296.95,   20.28,   83.40,   28.57,   23.83,    4.74,   15.05,   23.98, 1157.14,    1.94,    2.56,   10.23,    0.00,    0.00,    0.00,    0.00,    0.00,   34.26,  432.50
16.08.2023 20:30:00,  993.31,   23.16,  296.88,   20.27,   83.80,   28.41,   23.81,    4.60,   15.05,   23.97, 1157.21,    2.43,    3.30,   15.40,    0.00,    0.00,    0.00,    0.00,    0.00,   34.06,  433.40
16.08.2023 20:40:00,  993.27,   23.00,  296.72,   20.25,   84.50,   28.14,   23.78,    4.36,   15.03,   23.94, 1157.81,    2.51,    3.08,    9.05,    0.00,    0.00,    0.00,    0.00,    0.00,   33.86,  435.80
16.08.2023 20:50:00,  993.20,   22.82,  296.55,   20.20,   85.20,   27.83,   23.71,    4.12,   14.99,   23.88, 1158.45,    2.76,    3.67,   16.26,    0.00,    0.00,    0.00,    0.00,    0.00,   33.65,  436.20
16.08.2023 21:00:00,  993.26,   22.70,  296.42,   20.16,   85.60,   27.63,   23.65,    3.98,   14.95,   23.81, 1159.02,    2.08,    2.75,   12.02,    0.00,    0.00,    0.00,    0.00,    0.00,   33.43,  436.90
16.08.2023 21:10:00,  993.18,   22.63,  296.36,   20.11,   85.70,   27.52,   23.58,    3.93,   14.90,   23.74, 1159.24,    2.73,    3.51,    9.61,    0.00,    0.00,    0.00,    0.00,    0.00,   33.21,  436.10
16.08.2023 21:20:00,  993.09,   22.50,  296.24,   20.10,   86.30,   27.30,   23.56,    3.74,   14.89,   23.72, 1159.65,    2.51,    3.31,    2.95,    0.00,    0.00,    0.00,    0.00,    0.00,   33.01,  437.70
16.08.2023 21:30:00,  993.13,   22.33,  296.06,   20.06,   87.00,   27.02,   23.51,    3.51,   14.86,   23.67, 1160.38,    2.08,    3.11,    7.36,    0.00,    0.00,    0.00,    0.00,    0.00,   32.81,  437.60
16.08.2023 21:40:00,  993.12,   22.26,  295.99,   19.99,   87.00,   26.90,   23.41,    3.50,   14.79,   23.57, 1160.70,    1.76,    2.53,    2.17,    0.00,    0.00,    0.00,    0.00,    0.00,   32.63,  434.60
16.08.2023 21:50:00,  992.99,   22.22,  295.97,   19.95,   87.00,   26.84,   23.35,    3.49,   14.76,   23.51, 1160.72,    1.67,    2.64,    6.92,    0.00,    0.00,    0.00,    0.00,    0.00,   32.47,  434.30
16.08.2023 22:00:00,  992.88,   21.93,  295.68,   19.92,   88.40,   26.37,   23.31,    3.06,   14.73,   23.48, 1161.75,    1.19,    1.89,   35.64,    0.00,    0.00,    0.00,    0.00,    0.00,   32.33,  440.10
16.08.2023 22:10:00,  992.72,   21.69,  295.46,   19.92,   89.70,   25.99,   23.31,    2.68,   14.74,   23.48, 1162.51,    1.49,    2.45,   11.86,    0.00,    0.00,    0.00,    0.00,    0.00,   32.21,  441.20
16.08.2023 22:20:00,  992.58,   21.63,  295.41,   19.88,   89.80,   25.89,   23.25,    2.64,   14.70,   23.42, 1162.60,    1.98,    2.82,  356.20,    0.00,    0.00,    0.00,    0.00,    0.00,   32.08,  441.90
16.08.2023 22:30:00,  992.58,   21.49,  295.27,   19.85,   90.40,   25.67,   23.21,    2.46,   14.67,   23.38, 1163.18,    1.64,    2.58,  353.30,    0.00,    0.00,    0.00,    0.00,    0.00,   31.96,  443.00
16.08.2023 22:40:00,  992.87,   21.43,  295.18,   19.77,   90.30,   25.58,   23.09,    2.48,   14.60,   23.26, 1163.81,    1.61,    2.30,  342.20,    0.00,    0.00,    0.00,    0.00,    0.00,   31.84,  440.40
16.08.2023 22:50:00,  992.95,   21.54,  295.29,   19.65,   89.00,   25.75,   22.92,    2.83,   14.48,   23.08, 1163.55,    1.77,    2.89,  353.50,    0.00,    0.00,    0.00,    0.00,    0.00,   31.71,  436.60
16.08.2023 23:00:00,  992.95,   21.64,  295.39,   19.57,   88.00,   25.91,   22.80,    3.11,   14.41,   22.96, 1163.21,    1.49,    2.50,  353.50,    0.00,    0.00,    0.00,    0.00,    0.00,   31.59,  435.70
16.08.2023 23:10:00,  992.97,   21.55,  295.30,   19.55,   88.40,   25.76,   22.78,    2.99,   14.39,   22.94, 1163.59,    1.04,    1.55,   32.21,    0.00,    0.00,    0.00,    0.00,    0.00,   31.48,  439.70
16.08.2023 23:20:00,  992.69,   20.83,  294.60,   19.66,   93.00,   24.65,   22.93,    1.73,   14.49,   23.09, 1166.05,    0.90,    1.53,   60.66,    0.00,    0.00,    0.00,    0.00,    0.00,   31.39,  461.10
16.08.2023 23:30:00,  992.52,   20.51,  294.29,   19.56,   94.30,   24.17,   22.79,    1.38,   14.41,   22.96, 1167.18,    0.66,    2.43,    8.27,    0.00,    0.00,    0.00,    0.00,    0.00,   31.30,  460.60
16.08.2023 23:40:00,  992.38,   20.64,  294.43,   19.47,   93.00,   24.36,   22.66,    1.71,   14.33,   22.83, 1166.55,    1.49,    2.45,  354.40,    0.00,    0.00,    0.00,    0.00,    0.00,   31.22,  449.90
16.08.2023 23:50:00,  992.38,   20.54,  294.33,   19.54,   94.00,   24.21,   22.76,    1.45,   14.39,   22.94, 1166.90,    1.00,    1.96,  321.40,    0.00,    0.00,    0.00,    0.00,    0.00,   31.14,  452.40
17.08.2023 00:00:00,  992.38,   20.43,  294.22,   19.52,   94.50,   24.05,   22.73,    1.32,   14.37,   22.90, 1167.35,    0.67,    1.18,  303.40,    0.00,    0.00,    0.00,    0.00,    0.00,   31.06,  451.30
17.08.2023 00:10:00,  992.38,   20.48,  294.27,   19.48,   94.00,   24.13,   22.68,    1.45,   14.34,   22.85, 1167.18,    0.68,    1.04,  341.40,    0.00,    0.00,    0.00,    0.00,    0.00,   31.00,  450.00
17.08.2023 00:20:00,  992.43,   20.53,  294.32,   19.46,   93.60,   24.20,   22.65,    1.55,   14.32,   22.82, 1167.05,    1.10,    2.51,  335.40,    0.00,    0.00,    0.00,    0.00,    0.00,   30.93,  447.50
17.08.2023 00:30:00,  992.55,   20.66,  294.44,   19.49,   93.00,   24.39,   22.69,    1.71,   14.34,   22.86, 1166.66,    1.96,    2.50,  340.20,    0.00,    0.00,    0.00,    0.00,    0.00,   30.87,  444.30
17.08.2023 00:40:00,  992.55,   20.82,  294.60,   19.49,   92.10,   24.64,   22.69,    1.95,   14.34,   22.86, 1166.03,    2.62,    3.39,    4.61,    0.00,    0.00,    0.00,    0.00,    0.00,   30.81,  443.20
17.08.2023 00:50:00,  992.51,   20.91,  294.69,   19.47,   91.50,   24.77,   22.67,    2.11,   14.33,   22.84, 1165.63,    2.64,    3.31,  349.20,    0.00,    0.00,    0.00,    0.00,    0.00,   30.76,  442.50
17.08.2023 01:00:00,  992.56,   20.92,  294.70,   19.50,   91.60,   24.79,   22.71,    2.08,   14.35,   22.88, 1165.64,    2.11,    2.98,  350.20,    0.00,    0.00,    0.00,    0.00,    0.00,   30.71,  442.80
17.08.2023 01:10:00,  992.52,   20.91,  294.69,   19.46,   91.40,   24.77,   22.64,    2.13,   14.31,   22.81, 1165.65,    1.94,    3.03,  350.70,    0.00,    0.00,    0.00,    0.00,    0.00,   30.66,  442.80
17.08.2023 01:20:00,  992.47,   21.06,  294.85,   19.39,   90.20,   25.00,   22.55,    2.45,   14.26,   22.72, 1165.04,    3.36,    5.16,  332.80,    0.00,    0.00,    0.00,    0.00,    0.00,   30.63,  441.60
17.08.2023 01:30:00,  992.75,   21.06,  294.82,   19.16,   88.90,   25.00,   22.23,    2.78,   14.04,   22.39, 1165.52,    4.34,    6.77,  282.90,    0.00,    0.00,    0.00,    0.00,    0.00,   30.60,  446.50
17.08.2023 01:40:00,  992.63,   21.70,  295.47,   19.01,   84.70,   26.00,   22.02,    3.98,   13.92,   22.19, 1162.94,    5.11,    7.64,  346.90,    0.00,    0.00,    0.00,    0.00,    0.00,   30.56,  434.00
17.08.2023 01:50:00,  992.98,   21.27,  295.01,   18.27,   83.00,   25.33,   21.02,    4.31,   13.27,   21.17, 1165.50,    3.48,    7.57,  268.80,    0.00,    0.00,    0.00,    0.00,    0.00,   30.53,  434.50
17.08.2023 02:00:00,  993.01,   20.53,  294.27,   17.49,   82.70,   24.20,   20.01,    4.19,   12.63,   20.15, 1168.92,    3.01,    5.91,  263.30,    0.00,    0.00,    0.00,    0.00,    0.00,   30.49,  424.80
17.08.2023 02:10:00,  992.98,   20.12,  293.86,   17.03,   82.40,   23.59,   19.44,    4.15,   12.27,   19.58, 1170.78,    2.93,    4.97,  259.20,    0.00,    0.00,    0.00,    0.00,    0.00,   30.45,  419.30
